role,full_name,username,email,password,department,program,roll_no,semester
student,BHUVANESH VERMA,20261bda0013,20261bda0013@college.edu,20261bda0013@123,BIG DATA ANALYTICS,BDA,20261bda0013,1
student,CHETAN MAHESHWARI,20261bda0014,20261bda0014@college.edu,20261bda0014@123,BIG DATA ANALYTICS,BDA,20261bda0014,1
student,DIYA CHOPRA,20261bda0015,20261bda0015@college.edu,20261bda0015@123,BIG DATA ANALYTICS,BDA,20261bda0015,1
student,DARSHAN REDDY,20261bda0016,20261bda0016@college.edu,20261bda0016@123,BIG DATA ANALYTICS,BDA,20261bda0016,1
student,ARJUN KUMAR,20261bda0017,20261bda0017@college.edu,20261bda0017@123,BIG DATA ANALYTICS,BDA,20261bda0017,1
student,ESWAR NAIR,20261bda0018,20261bda0018@college.edu,20261bda0018@123,BIG DATA ANALYTICS,BDA,20261bda0018,1
student,AISHA PATEL,20261bda0019,20261bda0019@college.edu,20261bda0019@123,BIG DATA ANALYTICS,BDA,20261bda0019,1
student,EKTA SINHA,20261bda0020,20261bda0020@college.edu,20261bda0020@123,BIG DATA ANALYTICS,BDA,20261bda0020,1
student,CHANDNI SHARMA,20261bda0021,20261bda0021@college.edu,20261bda0021@123,BIG DATA ANALYTICS,BDA,20261bda0021,1
student,BALAJI NAIR,20261bda0022,20261bda0022@college.edu,20261bda0022@123,BIG DATA ANALYTICS,BDA,20261bda0022,1
student,BHAVNA REDDY,20261bda0023,20261bda0023@college.edu,20261bda0023@123,BIG DATA ANALYTICS,BDA,20261bda0023,1
student,DIYA CHOPRA,20261bda0024,20261bda0024@college.edu,20261bda0024@123,BIG DATA ANALYTICS,BDA,20261bda0024,1
student,DEVANSH TIWARI,20261bda0025,20261bda0025@college.edu,20261bda0025@123,BIG DATA ANALYTICS,BDA,20261bda0025,1
student,BHUVANESH VERMA,20261bda0026,20261bda0026@college.edu,20261bda0026@123,BIG DATA ANALYTICS,BDA,20261bda0026,1
student,CHETAN MAHESHWARI,20261bda0027,20261bda0027@college.edu,20261bda0027@123,BIG DATA ANALYTICS,BDA,20261bda0027,1
student,DALIT KUMAR,20261bda0028,20261bda0028@college.edu,20261bda0028@123,BIG DATA ANALYTICS,BDA,20261bda0028,1
student,ANANYA GUPTA,20261bda0029,20261bda0029@college.edu,20261bda0029@123,BIG DATA ANALYTICS,BDA,20261bda0029,1
student,CHANDNI SHARMA,20261bda0030,20261bda0030@college.edu,20261bda0030@123,BIG DATA ANALYTICS,BDA,20261bda0030,1
student,BIANCA DESAI,20261bda0031,20261bda0031@college.edu,20261bda0031@123,BIG DATA ANALYTICS,BDA,20261bda0031,1
student,CHANDNI SHARMA,20261bda0032,20261bda0032@college.edu,20261bda0032@123,BIG DATA ANALYTICS,BDA,20261bda0032,1
student,BIANCA DESAI,20261bda0033,20261bda0033@college.edu,20261bda0033@123,BIG DATA ANALYTICS,BDA,20261bda0033,1
student,CHANDNI SHARMA,20261bda0034,20261bda0034@college.edu,20261bda0034@123,BIG DATA ANALYTICS,BDA,20261bda0034,1
student,DEVANSH TIWARI,20261bda0035,20261bda0035@college.edu,20261bda0035@123,BIG DATA ANALYTICS,BDA,20261bda0035,1
student,ESWAR NAIR,20261bda0036,20261bda0036@college.edu,20261bda0036@123,BIG DATA ANALYTICS,BDA,20261bda0036,1
student,BIANCA DESAI,20261bda0037,20261bda0037@college.edu,20261bda0037@123,BIG DATA ANALYTICS,BDA,20261bda0037,1
student,DEVANSH TIWARI,20261bda0038,20261bda0038@college.edu,20261bda0038@123,BIG DATA ANALYTICS,BDA,20261bda0038,1
student,BOOM BABU,20261bda0039,20261bda0039@college.edu,20261bda0039@123,BIG DATA ANALYTICS,BDA,20261bda0039,1
student,BHAVNA REDDY,20261bda0040,20261bda0040@college.edu,20261bda0040@123,BIG DATA ANALYTICS,BDA,20261bda0040,1
student,BALAJI NAIR,20261bda0041,20261bda0041@college.edu,20261bda0041@123,BIG DATA ANALYTICS,BDA,20261bda0041,1
student,CHHAYA BANERJEE,20261bda0042,20261bda0042@college.edu,20261bda0042@123,BIG DATA ANALYTICS,BDA,20261bda0042,1
student,BIANCA DESAI,20261bda0043,20261bda0043@college.edu,20261bda0043@123,BIG DATA ANALYTICS,BDA,20261bda0043,1
student,ESHA VERMA,20261bda0044,20261bda0044@college.edu,20261bda0044@123,BIG DATA ANALYTICS,BDA,20261bda0044,1
student,DEVANSH TIWARI,20261bda0045,20261bda0045@college.edu,20261bda0045@123,BIG DATA ANALYTICS,BDA,20261bda0045,1
student,EMRAN KHAN,20261bda0046,20261bda0046@college.edu,20261bda0046@123,BIG DATA ANALYTICS,BDA,20261bda0046,1
student,DEEP SHARMA,20261bda0047,20261bda0047@college.edu,20261bda0047@123,BIG DATA ANALYTICS,BDA,20261bda0047,1
student,ARJUN KUMAR,20261bda0048,20261bda0048@college.edu,20261bda0048@123,BIG DATA ANALYTICS,BDA,20261bda0048,1
student,ARJUN KUMAR,20261bda0049,20261bda0049@college.edu,20261bda0049@123,BIG DATA ANALYTICS,BDA,20261bda0049,1
student,EMRAN KHAN,20261bda0050,20261bda0050@college.edu,20261bda0050@123,BIG DATA ANALYTICS,BDA,20261bda0050,1
student,BALAJI NAIR,20261bda0051,20261bda0051@college.edu,20261bda0051@123,BIG DATA ANALYTICS,BDA,20261bda0051,1
student,CHANDNI SHARMA,20261bda0052,20261bda0052@college.edu,20261bda0052@123,BIG DATA ANALYTICS,BDA,20261bda0052,1
student,CHHAYA BANERJEE,20261bda0053,20261bda0053@college.edu,20261bda0053@123,BIG DATA ANALYTICS,BDA,20261bda0053,1
student,CHANDNI SHARMA,20261bda0054,20261bda0054@college.edu,20261bda0054@123,BIG DATA ANALYTICS,BDA,20261bda0054,1
student,EMRAN KHAN,20261bda0055,20261bda0055@college.edu,20261bda0055@123,BIG DATA ANALYTICS,BDA,20261bda0055,1
student,DIYA CHOPRA,20261bda0056,20261bda0056@college.edu,20261bda0056@123,BIG DATA ANALYTICS,BDA,20261bda0056,1
student,ARJUN KUMAR,20261bda0057,20261bda0057@college.edu,20261bda0057@123,BIG DATA ANALYTICS,BDA,20261bda0057,1
student,BOOM BABU,20261bda0058,20261bda0058@college.edu,20261bda0058@123,BIG DATA ANALYTICS,BDA,20261bda0058,1
student,CHIRAG MALHOTRA,20261bda0059,20261bda0059@college.edu,20261bda0059@123,BIG DATA ANALYTICS,BDA,20261bda0059,1
student,ANANYA GUPTA,20261bda0060,20261bda0060@college.edu,20261bda0060@123,BIG DATA ANALYTICS,BDA,20261bda0060,1
student,DEVANSH TIWARI,20261bda0061,20261bda0061@college.edu,20261bda0061@123,BIG DATA ANALYTICS,BDA,20261bda0061,1
student,DEEP SHARMA,20261bda0062,20261bda0062@college.edu,20261bda0062@123,BIG DATA ANALYTICS,BDA,20261bda0062,1
student,EMRAN KHAN,20262bda0001,20262bda0001@college.edu,20262bda0001@123,BIG DATA ANALYTICS,BDA,20262bda0001,2
student,AISHA PATEL,20262bda0002,20262bda0002@college.edu,20262bda0002@123,BIG DATA ANALYTICS,BDA,20262bda0002,2
student,EMRAN KHAN,20262bda0003,20262bda0003@college.edu,20262bda0003@123,BIG DATA ANALYTICS,BDA,20262bda0003,2
student,CHANDNI SHARMA,20262bda0004,20262bda0004@college.edu,20262bda0004@123,BIG DATA ANALYTICS,BDA,20262bda0004,2
student,CHIRAG MALHOTRA,20262bda0005,20262bda0005@college.edu,20262bda0005@123,BIG DATA ANALYTICS,BDA,20262bda0005,2
student,DEVANSH TIWARI,20262bda0006,20262bda0006@college.edu,20262bda0006@123,BIG DATA ANALYTICS,BDA,20262bda0006,2
student,BIANCA DESAI,20262bda0007,20262bda0007@college.edu,20262bda0007@123,BIG DATA ANALYTICS,BDA,20262bda0007,2
student,EDEN PATEL,20262bda0008,20262bda0008@college.edu,20262bda0008@123,BIG DATA ANALYTICS,BDA,20262bda0008,2
student,ARJUN KUMAR,20262bda0009,20262bda0009@college.edu,20262bda0009@123,BIG DATA ANALYTICS,BDA,20262bda0009,2
student,EKTA SINHA,20262bda0010,20262bda0010@college.edu,20262bda0010@123,BIG DATA ANALYTICS,BDA,20262bda0010,2
student,EMRAN KHAN,20262bda0011,20262bda0011@college.edu,20262bda0011@123,BIG DATA ANALYTICS,BDA,20262bda0011,2
student,ANANYA GUPTA,20262bda0012,20262bda0012@college.edu,20262bda0012@123,BIG DATA ANALYTICS,BDA,20262bda0012,2
student,AARAV SHARMA,20262bda0013,20262bda0013@college.edu,20262bda0013@123,BIG DATA ANALYTICS,BDA,20262bda0013,2
student,DEEP SHARMA,20262bda0014,20262bda0014@college.edu,20262bda0014@123,BIG DATA ANALYTICS,BDA,20262bda0014,2
student,BHAVNA REDDY,20262bda0015,20262bda0015@college.edu,20262bda0015@123,BIG DATA ANALYTICS,BDA,20262bda0015,2
student,CHHAYA BANERJEE,20262bda0016,20262bda0016@college.edu,20262bda0016@123,BIG DATA ANALYTICS,BDA,20262bda0016,2
student,ANANYA GUPTA,20262bda0017,20262bda0017@college.edu,20262bda0017@123,BIG DATA ANALYTICS,BDA,20262bda0017,2
student,BOOM BABU,20262bda0018,20262bda0018@college.edu,20262bda0018@123,BIG DATA ANALYTICS,BDA,20262bda0018,2
student,DEVANSH TIWARI,20262bda0019,20262bda0019@college.edu,20262bda0019@123,BIG DATA ANALYTICS,BDA,20262bda0019,2
student,ESHA VERMA,20262bda0020,20262bda0020@college.edu,20262bda0020@123,BIG DATA ANALYTICS,BDA,20262bda0020,2
student,DALIT KUMAR,20262bda0021,20262bda0021@college.edu,20262bda0021@123,BIG DATA ANALYTICS,BDA,20262bda0021,2
student,BHAVNA REDDY,20262bda0022,20262bda0022@college.edu,20262bda0022@123,BIG DATA ANALYTICS,BDA,20262bda0022,2
student,ESHA VERMA,20262bda0023,20262bda0023@college.edu,20262bda0023@123,BIG DATA ANALYTICS,BDA,20262bda0023,2
student,BOOM BABU,20262bda0024,20262bda0024@college.edu,20262bda0024@123,BIG DATA ANALYTICS,BDA,20262bda0024,2
student,BHUVANESH VERMA,20262bda0025,20262bda0025@college.edu,20262bda0025@123,BIG DATA ANALYTICS,BDA,20262bda0025,2
student,ARJUN KUMAR,20262bda0026,20262bda0026@college.edu,20262bda0026@123,BIG DATA ANALYTICS,BDA,20262bda0026,2
student,BHUVANESH VERMA,20262bda0027,20262bda0027@college.edu,20262bda0027@123,BIG DATA ANALYTICS,BDA,20262bda0027,2
student,BHAVNA REDDY,20262bda0028,20262bda0028@college.edu,20262bda0028@123,BIG DATA ANALYTICS,BDA,20262bda0028,2
student,CHETAN MAHESHWARI,20262bda0029,20262bda0029@college.edu,20262bda0029@123,BIG DATA ANALYTICS,BDA,20262bda0029,2
student,ANANYA GUPTA,20262bda0030,20262bda0030@college.edu,20262bda0030@123,BIG DATA ANALYTICS,BDA,20262bda0030,2
student,ARJUN KUMAR,20262bda0031,20262bda0031@college.edu,20262bda0031@123,BIG DATA ANALYTICS,BDA,20262bda0031,2
student,CHIRAG MALHOTRA,20262bda0032,20262bda0032@college.edu,20262bda0032@123,BIG DATA ANALYTICS,BDA,20262bda0032,2
student,CHANDNI SHARMA,20262bda0033,20262bda0033@college.edu,20262bda0033@123,BIG DATA ANALYTICS,BDA,20262bda0033,2
student,ARJUN KUMAR,20262bda0034,20262bda0034@college.edu,20262bda0034@123,BIG DATA ANALYTICS,BDA,20262bda0034,2
student,ESWAR NAIR,20262bda0035,20262bda0035@college.edu,20262bda0035@123,BIG DATA ANALYTICS,BDA,20262bda0035,2
student,CHIRAG MALHOTRA,20262bda0036,20262bda0036@college.edu,20262bda0036@123,BIG DATA ANALYTICS,BDA,20262bda0036,2
student,AKSHAY SINGH,20262bda0037,20262bda0037@college.edu,20262bda0037@123,BIG DATA ANALYTICS,BDA,20262bda0037,2
student,BIANCA DESAI,20262bda0038,20262bda0038@college.edu,20262bda0038@123,BIG DATA ANALYTICS,BDA,20262bda0038,2
student,CHANDNI SHARMA,20262bda0039,20262bda0039@college.edu,20262bda0039@123,BIG DATA ANALYTICS,BDA,20262bda0039,2
student,EMRAN KHAN,20262bda0040,20262bda0040@college.edu,20262bda0040@123,BIG DATA ANALYTICS,BDA,20262bda0040,2
student,DALIT KUMAR,20262bda0041,20262bda0041@college.edu,20262bda0041@123,BIG DATA ANALYTICS,BDA,20262bda0041,2
student,ARJUN KUMAR,20262bda0042,20262bda0042@college.edu,20262bda0042@123,BIG DATA ANALYTICS,BDA,20262bda0042,2
student,BALAJI NAIR,20262bda0043,20262bda0043@college.edu,20262bda0043@123,BIG DATA ANALYTICS,BDA,20262bda0043,2
student,ESWAR NAIR,20262bda0044,20262bda0044@college.edu,20262bda0044@123,BIG DATA ANALYTICS,BDA,20262bda0044,2
student,AISHA PATEL,20262bda0045,20262bda0045@college.edu,20262bda0045@123,BIG DATA ANALYTICS,BDA,20262bda0045,2
student,CHANDNI SHARMA,20262bda0046,20262bda0046@college.edu,20262bda0046@123,BIG DATA ANALYTICS,BDA,20262bda0046,2
student,BALAJI NAIR,20262bda0047,20262bda0047@college.edu,20262bda0047@123,BIG DATA ANALYTICS,BDA,20262bda0047,2
student,DARSHAN REDDY,20262bda0048,20262bda0048@college.edu,20262bda0048@123,BIG DATA ANALYTICS,BDA,20262bda0048,2
student,BHUVANESH VERMA,20262bda0049,20262bda0049@college.edu,20262bda0049@123,BIG DATA ANALYTICS,BDA,20262bda0049,2
student,DARSHAN REDDY,20262bda0050,20262bda0050@college.edu,20262bda0050@123,BIG DATA ANALYTICS,BDA,20262bda0050,2
student,BIANCA DESAI,20262bda0051,20262bda0051@college.edu,20262bda0051@123,BIG DATA ANALYTICS,BDA,20262bda0051,2
student,CHETAN MAHESHWARI,20262bda0052,20262bda0052@college.edu,20262bda0052@123,BIG DATA ANALYTICS,BDA,20262bda0052,2
student,DEVANSH TIWARI,20262bda0053,20262bda0053@college.edu,20262bda0053@123,BIG DATA ANALYTICS,BDA,20262bda0053,2
student,EMRAN KHAN,20262bda0054,20262bda0054@college.edu,20262bda0054@123,BIG DATA ANALYTICS,BDA,20262bda0054,2
student,EKTA SINHA,20262bda0055,20262bda0055@college.edu,20262bda0055@123,BIG DATA ANALYTICS,BDA,20262bda0055,2
student,EKTA SINHA,20262bda0056,20262bda0056@college.edu,20262bda0056@123,BIG DATA ANALYTICS,BDA,20262bda0056,2
student,AARAV SHARMA,20262bda0057,20262bda0057@college.edu,20262bda0057@123,BIG DATA ANALYTICS,BDA,20262bda0057,2
student,ESHA VERMA,20262bda0058,20262bda0058@college.edu,20262bda0058@123,BIG DATA ANALYTICS,BDA,20262bda0058,2
student,AKSHAY SINGH,20262bda0059,20262bda0059@college.edu,20262bda0059@123,BIG DATA ANALYTICS,BDA,20262bda0059,2
student,BOOM BABU,20262bda0060,20262bda0060@college.edu,20262bda0060@123,BIG DATA ANALYTICS,BDA,20262bda0060,2
student,EDEN PATEL,20262bda0061,20262bda0061@college.edu,20262bda0061@123,BIG DATA ANALYTICS,BDA,20262bda0061,2
student,AKSHAY SINGH,20262bda0062,20262bda0062@college.edu,20262bda0062@123,BIG DATA ANALYTICS,BDA,20262bda0062,2
student,AKSHAY SINGH,20263bda0001,20263bda0001@college.edu,20263bda0001@123,BIG DATA ANALYTICS,BDA,20263bda0001,3
student,BALAJI NAIR,20263bda0002,20263bda0002@college.edu,20263bda0002@123,BIG DATA ANALYTICS,BDA,20263bda0002,3
student,ESHA VERMA,20263bda0003,20263bda0003@college.edu,20263bda0003@123,BIG DATA ANALYTICS,BDA,20263bda0003,3
student,ESHA VERMA,20263bda0004,20263bda0004@college.edu,20263bda0004@123,BIG DATA ANALYTICS,BDA,20263bda0004,3
student,CHHAYA BANERJEE,20263bda0005,20263bda0005@college.edu,20263bda0005@123,BIG DATA ANALYTICS,BDA,20263bda0005,3
student,AKSHAY SINGH,20263bda0006,20263bda0006@college.edu,20263bda0006@123,BIG DATA ANALYTICS,BDA,20263bda0006,3
student,CHANDNI SHARMA,20263bda0007,20263bda0007@college.edu,20263bda0007@123,BIG DATA ANALYTICS,BDA,20263bda0007,3
student,ESHA VERMA,20263bda0008,20263bda0008@college.edu,20263bda0008@123,BIG DATA ANALYTICS,BDA,20263bda0008,3
student,ESWAR NAIR,20263bda0009,20263bda0009@college.edu,20263bda0009@123,BIG DATA ANALYTICS,BDA,20263bda0009,3
student,ESWAR NAIR,20263bda0010,20263bda0010@college.edu,20263bda0010@123,BIG DATA ANALYTICS,BDA,20263bda0010,3
student,CHANDNI SHARMA,20263bda0011,20263bda0011@college.edu,20263bda0011@123,BIG DATA ANALYTICS,BDA,20263bda0011,3
student,CHHAYA BANERJEE,20263bda0012,20263bda0012@college.edu,20263bda0012@123,BIG DATA ANALYTICS,BDA,20263bda0012,3
student,CHHAYA BANERJEE,20263bda0013,20263bda0013@college.edu,20263bda0013@123,BIG DATA ANALYTICS,BDA,20263bda0013,3
student,CHARVI PATEL,20263bda0014,20263bda0014@college.edu,20263bda0014@123,BIG DATA ANALYTICS,BDA,20263bda0014,3
student,EKTA SINHA,20263bda0015,20263bda0015@college.edu,20263bda0015@123,BIG DATA ANALYTICS,BDA,20263bda0015,3
student,BIANCA DESAI,20263bda0016,20263bda0016@college.edu,20263bda0016@123,BIG DATA ANALYTICS,BDA,20263bda0016,3
student,AKSHAY SINGH,20263bda0017,20263bda0017@college.edu,20263bda0017@123,BIG DATA ANALYTICS,BDA,20263bda0017,3
student,CHARVI PATEL,20263bda0018,20263bda0018@college.edu,20263bda0018@123,BIG DATA ANALYTICS,BDA,20263bda0018,3
student,AISHA PATEL,20263bda0019,20263bda0019@college.edu,20263bda0019@123,BIG DATA ANALYTICS,BDA,20263bda0019,3
student,DEVANSH TIWARI,20263bda0020,20263bda0020@college.edu,20263bda0020@123,BIG DATA ANALYTICS,BDA,20263bda0020,3
student,AARAV SHARMA,20263bda0021,20263bda0021@college.edu,20263bda0021@123,BIG DATA ANALYTICS,BDA,20263bda0021,3
student,AARAV SHARMA,20263bda0022,20263bda0022@college.edu,20263bda0022@123,BIG DATA ANALYTICS,BDA,20263bda0022,3
student,BIANCA DESAI,20263bda0023,20263bda0023@college.edu,20263bda0023@123,BIG DATA ANALYTICS,BDA,20263bda0023,3
student,DEVANSH TIWARI,20263bda0024,20263bda0024@college.edu,20263bda0024@123,BIG DATA ANALYTICS,BDA,20263bda0024,3
student,ARJUN KUMAR,20263bda0025,20263bda0025@college.edu,20263bda0025@123,BIG DATA ANALYTICS,BDA,20263bda0025,3
student,BIANCA DESAI,20263bda0026,20263bda0026@college.edu,20263bda0026@123,BIG DATA ANALYTICS,BDA,20263bda0026,3
student,AISHA PATEL,20263bda0027,20263bda0027@college.edu,20263bda0027@123,BIG DATA ANALYTICS,BDA,20263bda0027,3
student,DIYA CHOPRA,20263bda0028,20263bda0028@college.edu,20263bda0028@123,BIG DATA ANALYTICS,BDA,20263bda0028,3
student,EMRAN KHAN,20263bda0029,20263bda0029@college.edu,20263bda0029@123,BIG DATA ANALYTICS,BDA,20263bda0029,3
student,ARJUN KUMAR,20263bda0030,20263bda0030@college.edu,20263bda0030@123,BIG DATA ANALYTICS,BDA,20263bda0030,3
student,DALIT KUMAR,20263bda0031,20263bda0031@college.edu,20263bda0031@123,BIG DATA ANALYTICS,BDA,20263bda0031,3
student,AARAV SHARMA,20263bda0032,20263bda0032@college.edu,20263bda0032@123,BIG DATA ANALYTICS,BDA,20263bda0032,3
student,BALAJI NAIR,20263bda0033,20263bda0033@college.edu,20263bda0033@123,BIG DATA ANALYTICS,BDA,20263bda0033,3
student,ESWAR NAIR,20263bda0034,20263bda0034@college.edu,20263bda0034@123,BIG DATA ANALYTICS,BDA,20263bda0034,3
student,CHARVI PATEL,20263bda0035,20263bda0035@college.edu,20263bda0035@123,BIG DATA ANALYTICS,BDA,20263bda0035,3
student,BOOM BABU,20263bda0036,20263bda0036@college.edu,20263bda0036@123,BIG DATA ANALYTICS,BDA,20263bda0036,3
student,CHARVI PATEL,20263bda0037,20263bda0037@college.edu,20263bda0037@123,BIG DATA ANALYTICS,BDA,20263bda0037,3
student,CHANDNI SHARMA,20263bda0038,20263bda0038@college.edu,20263bda0038@123,BIG DATA ANALYTICS,BDA,20263bda0038,3
student,BHUVANESH VERMA,20263bda0039,20263bda0039@college.edu,20263bda0039@123,BIG DATA ANALYTICS,BDA,20263bda0039,3
student,CHETAN MAHESHWARI,20263bda0040,20263bda0040@college.edu,20263bda0040@123,BIG DATA ANALYTICS,BDA,20263bda0040,3
student,ARJUN KUMAR,20263bda0041,20263bda0041@college.edu,20263bda0041@123,BIG DATA ANALYTICS,BDA,20263bda0041,3
student,CHARVI PATEL,20263bda0042,20263bda0042@college.edu,20263bda0042@123,BIG DATA ANALYTICS,BDA,20263bda0042,3
student,CHANDNI SHARMA,20263bda0043,20263bda0043@college.edu,20263bda0043@123,BIG DATA ANALYTICS,BDA,20263bda0043,3
student,ARJUN KUMAR,20263bda0044,20263bda0044@college.edu,20263bda0044@123,BIG DATA ANALYTICS,BDA,20263bda0044,3
student,BHUVANESH VERMA,20263bda0045,20263bda0045@college.edu,20263bda0045@123,BIG DATA ANALYTICS,BDA,20263bda0045,3
student,BIANCA DESAI,20263bda0046,20263bda0046@college.edu,20263bda0046@123,BIG DATA ANALYTICS,BDA,20263bda0046,3
student,CHETAN MAHESHWARI,20263bda0047,20263bda0047@college.edu,20263bda0047@123,BIG DATA ANALYTICS,BDA,20263bda0047,3
student,ESHA VERMA,20263bda0048,20263bda0048@college.edu,20263bda0048@123,BIG DATA ANALYTICS,BDA,20263bda0048,3
student,BOOM BABU,20263bda0049,20263bda0049@college.edu,20263bda0049@123,BIG DATA ANALYTICS,BDA,20263bda0049,3
student,BALAJI NAIR,20263bda0050,20263bda0050@college.edu,20263bda0050@123,BIG DATA ANALYTICS,BDA,20263bda0050,3
student,EMRAN KHAN,20263bda0051,20263bda0051@college.edu,20263bda0051@123,BIG DATA ANALYTICS,BDA,20263bda0051,3
student,BHUVANESH VERMA,20263bda0052,20263bda0052@college.edu,20263bda0052@123,BIG DATA ANALYTICS,BDA,20263bda0052,3
student,ANANYA GUPTA,20263bda0053,20263bda0053@college.edu,20263bda0053@123,BIG DATA ANALYTICS,BDA,20263bda0053,3
student,CHANDNI SHARMA,20263bda0054,20263bda0054@college.edu,20263bda0054@123,BIG DATA ANALYTICS,BDA,20263bda0054,3
student,ESWAR NAIR,20263bda0055,20263bda0055@college.edu,20263bda0055@123,BIG DATA ANALYTICS,BDA,20263bda0055,3
student,DIYA CHOPRA,20263bda0056,20263bda0056@college.edu,20263bda0056@123,BIG DATA ANALYTICS,BDA,20263bda0056,3
student,ESWAR NAIR,20263bda0057,20263bda0057@college.edu,20263bda0057@123,BIG DATA ANALYTICS,BDA,20263bda0057,3
student,CHIRAG MALHOTRA,20263bda0058,20263bda0058@college.edu,20263bda0058@123,BIG DATA ANALYTICS,BDA,20263bda0058,3
student,ESHA VERMA,20263bda0059,20263bda0059@college.edu,20263bda0059@123,BIG DATA ANALYTICS,BDA,20263bda0059,3
student,BALAJI NAIR,20263bda0060,20263bda0060@college.edu,20263bda0060@123,BIG DATA ANALYTICS,BDA,20263bda0060,3
student,BALAJI NAIR,20263bda0061,20263bda0061@college.edu,20263bda0061@123,BIG DATA ANALYTICS,BDA,20263bda0061,3
student,BOOM BABU,20263bda0062,20263bda0062@college.edu,20263bda0062@123,BIG DATA ANALYTICS,BDA,20263bda0062,3
student,EDEN PATEL,20261cbs0001,20261cbs0001@college.edu,20261cbs0001@123,CYBER SECURITY,CBS,20261cbs0001,1
student,ESHA VERMA,20261cbs0002,20261cbs0002@college.edu,20261cbs0002@123,CYBER SECURITY,CBS,20261cbs0002,1
student,CHHAYA BANERJEE,20261cbs0003,20261cbs0003@college.edu,20261cbs0003@123,CYBER SECURITY,CBS,20261cbs0003,1
student,DARSHAN REDDY,20261cbs0004,20261cbs0004@college.edu,20261cbs0004@123,CYBER SECURITY,CBS,20261cbs0004,1
student,CHHAYA BANERJEE,20261cbs0005,20261cbs0005@college.edu,20261cbs0005@123,CYBER SECURITY,CBS,20261cbs0005,1
student,CHANDNI SHARMA,20261cbs0006,20261cbs0006@college.edu,20261cbs0006@123,CYBER SECURITY,CBS,20261cbs0006,1
student,DALIT KUMAR,20261cbs0007,20261cbs0007@college.edu,20261cbs0007@123,CYBER SECURITY,CBS,20261cbs0007,1
student,DIYA CHOPRA,20261cbs0008,20261cbs0008@college.edu,20261cbs0008@123,CYBER SECURITY,CBS,20261cbs0008,1
student,EMRAN KHAN,20261cbs0009,20261cbs0009@college.edu,20261cbs0009@123,CYBER SECURITY,CBS,20261cbs0009,1
student,CHETAN MAHESHWARI,20261cbs0010,20261cbs0010@college.edu,20261cbs0010@123,CYBER SECURITY,CBS,20261cbs0010,1
student,AKSHAY SINGH,20261cbs0011,20261cbs0011@college.edu,20261cbs0011@123,CYBER SECURITY,CBS,20261cbs0011,1
student,BALAJI NAIR,20261cbs0012,20261cbs0012@college.edu,20261cbs0012@123,CYBER SECURITY,CBS,20261cbs0012,1
student,CHETAN MAHESHWARI,20261cbs0013,20261cbs0013@college.edu,20261cbs0013@123,CYBER SECURITY,CBS,20261cbs0013,1
student,DIYA CHOPRA,20261cbs0014,20261cbs0014@college.edu,20261cbs0014@123,CYBER SECURITY,CBS,20261cbs0014,1
student,DALIT KUMAR,20261cbs0015,20261cbs0015@college.edu,20261cbs0015@123,CYBER SECURITY,CBS,20261cbs0015,1
student,ANANYA GUPTA,20261cbs0016,20261cbs0016@college.edu,20261cbs0016@123,CYBER SECURITY,CBS,20261cbs0016,1
student,CHETAN MAHESHWARI,20261cbs0017,20261cbs0017@college.edu,20261cbs0017@123,CYBER SECURITY,CBS,20261cbs0017,1
student,BHUVANESH VERMA,20261cbs0018,20261cbs0018@college.edu,20261cbs0018@123,CYBER SECURITY,CBS,20261cbs0018,1
student,EKTA SINHA,20261cbs0019,20261cbs0019@college.edu,20261cbs0019@123,CYBER SECURITY,CBS,20261cbs0019,1
student,ARJUN KUMAR,20261cbs0020,20261cbs0020@college.edu,20261cbs0020@123,CYBER SECURITY,CBS,20261cbs0020,1
student,BOOM BABU,20261cbs0021,20261cbs0021@college.edu,20261cbs0021@123,CYBER SECURITY,CBS,20261cbs0021,1
student,CHARVI PATEL,20261cbs0022,20261cbs0022@college.edu,20261cbs0022@123,CYBER SECURITY,CBS,20261cbs0022,1
student,AKSHAY SINGH,20261cbs0023,20261cbs0023@college.edu,20261cbs0023@123,CYBER SECURITY,CBS,20261cbs0023,1
student,DEEP SHARMA,20261cbs0024,20261cbs0024@college.edu,20261cbs0024@123,CYBER SECURITY,CBS,20261cbs0024,1
student,AKSHAY SINGH,20261cbs0025,20261cbs0025@college.edu,20261cbs0025@123,CYBER SECURITY,CBS,20261cbs0025,1
student,EMRAN KHAN,20261cbs0026,20261cbs0026@college.edu,20261cbs0026@123,CYBER SECURITY,CBS,20261cbs0026,1
student,CHETAN MAHESHWARI,20261cbs0027,20261cbs0027@college.edu,20261cbs0027@123,CYBER SECURITY,CBS,20261cbs0027,1
student,EDEN PATEL,20261cbs0028,20261cbs0028@college.edu,20261cbs0028@123,CYBER SECURITY,CBS,20261cbs0028,1
student,DALIT KUMAR,20261cbs0029,20261cbs0029@college.edu,20261cbs0029@123,CYBER SECURITY,CBS,20261cbs0029,1
student,DEEP SHARMA,20261cbs0030,20261cbs0030@college.edu,20261cbs0030@123,CYBER SECURITY,CBS,20261cbs0030,1
student,EMRAN KHAN,20261cbs0031,20261cbs0031@college.edu,20261cbs0031@123,CYBER SECURITY,CBS,20261cbs0031,1
student,EDEN PATEL,20261cbs0032,20261cbs0032@college.edu,20261cbs0032@123,CYBER SECURITY,CBS,20261cbs0032,1
